Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,city,city_ascii,Latitude,Longitude,country,iso2,iso3,admin_name,capital,population,id
Spain,Paterna,35,Good,0,Good,35,Good,0,Good,18,Good,Paterna,Paterna,39.5028,-0.4406,Spain,ES,ESP,Valencia,,74822.0,1724974310.0
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,Kingston,Kingston,44.3128,-76.4553,Canada,CA,CAN,Ontario,,132485.0,1124298601.0
Zambia,Kitwe,56,Moderate,1,Good,22,Good,0,Good,56,Moderate,Kitwe,Kitwe,-12.8167,28.2,Zambia,ZM,ZMB,Copperbelt,,661901.0,1894321752.0
Italy,Rovereto,28,Good,1,Good,28,Good,1,Good,12,Good,Rovereto,Rovereto,45.8833,11.0342,Italy,IT,ITA,Trentino-Alto Adige,,39809.0,1380311979.0
France,Rumilly,34,Good,1,Good,30,Good,1,Good,34,Good,Rumilly,Rumilly,45.8758,5.9447,France,FR,FRA,Auvergne-Rhône-Alpes,,16082.0,1250434844.0
Turkey,Salihli,55,Moderate,1,Good,55,Moderate,0,Good,27,Good,Salihli,Salihli,38.4811,28.1392,Turkey,TR,TUR,Manisa,minor,165182.0,1792382417.0
Colombia,Santa Marta,75,Moderate,1,Good,13,Good,0,Good,75,Moderate,Santa Marta,Santa Marta,11.2419,-74.2053,Colombia,CO,COL,Magdalena,admin,515556.0,1170715594.0
Brazil,Santo Amaro,71,Moderate,1,Good,5,Good,7,Good,71,Moderate,Santo Amaro,Santo Amaro,-12.5469,-38.7119,Brazil,BR,BRA,Bahia,minor,61702.0,1076891792.0
Italy,Sasso Marconi,55,Moderate,1,Good,38,Good,1,Good,55,Moderate,Sasso Marconi,Sasso Marconi,44.4,11.25,Italy,IT,ITA,Emilia-Romagna,,14747.0,1380881391.0
Italy,Scandiano,60,Moderate,1,Good,38,Good,1,Good,60,Moderate,Scandiano,Scandiano,44.5925,10.6878,Italy,IT,ITA,Emilia-Romagna,,25686.0,1380786805.0
France,Sens,35,Good,1,Good,26,Good,2,Good,35,Good,Sens,Sens,48.1975,3.2877,France,FR,FRA,Bourgogne-Franche-Comté,minor,27275.0,1250989326.0
Philippines,Pio Duran,36,Good,1,Good,25,Good,0,Good,36,Good,Pio Duran,Pio Duran,13.03,123.45,Philippines,PH,PHL,Albay,,49070.0,1608712032.0
South Africa,Plettenberg Bay,35,Good,1,Good,19,Good,1,Good,35,Good,Plettenberg Bay,Plettenberg Bay,-34.05,23.3667,South Africa,ZA,ZAF,Western Cape,,64108.0,1710852785.0
Slovakia,Poprad,60,Moderate,1,Good,41,Good,0,Good,60,Moderate,Poprad,Poprad,49.05,20.3,Slovakia,SK,SVK,Prešov,minor,49855.0,1703451549.0
Germany,Petershagen,71,Moderate,2,Good,36,Good,6,Good,71,Moderate,Petershagen,Petershagen,52.3833,8.9667,Germany,DE,DEU,North Rhine-Westphalia,,25226.0,1276300392.0
Indonesia,Soe,21,Good,0,Good,19,Good,0,Good,21,Good,Soe,Soe,-9.8667,124.2833,Indonesia,ID,IDN,Nusa Tenggara Timur,minor,41640.0,1360125783.0
Germany,Schwabach,63,Moderate,1,Good,30,Good,3,Good,63,Moderate,Schwabach,Schwabach,49.3292,11.0208,Germany,DE,DEU,Bavaria,minor,41380.0,1276017987.0
Uganda,Kisoro,180,Unhealthy,2,Good,22,Good,1,Good,180,Unhealthy,Kisoro,Kisoro,-1.285,29.685,Uganda,UG,UGA,Kisoro,admin,17561.0,1800685460.0
Japan,Kitaibaraki,55,Moderate,1,Good,21,Good,8,Good,55,Moderate,Kitaibaraki,Kitaibaraki,36.8019,140.751,Japan,JP,JPN,Ibaraki,,41352.0,1392092741.0
India,Kombai,73,Moderate,1,Good,14,Good,4,Good,73,Moderate,Kombai,Kombai,9.8475,77.296,India,IN,IND,Tamil Nādu,,16951.0,1356097455.0
India,Kombai,73,Moderate,1,Good,14,Good,4,Good,73,Moderate,Kombai,Kombai,10.6143,78.1212,India,IN,IND,Tamil Nādu,,10581.0,1356215587.0
Lithuania,Kretinga,34,Good,1,Good,34,Good,0,Good,24,Good,Kretinga,Kretinga,55.89,21.2422,Lithuania,LT,LTU,Kretinga,admin,17207.0,1440720895.0
India,Kumbakonam,92,Moderate,2,Good,29,Good,4,Good,92,Moderate,Kumbakonam,Kumbakonam,10.9602,79.3845,India,IN,IND,Tamil Nādu,,140156.0,1356960436.0
Brazil,Laguna,26,Good,0,Good,26,Good,0,Good,25,Good,Laguna,Laguna,-28.4828,-48.7808,Brazil,BR,BRA,Santa Catarina,minor,42785.0,1076025747.0
Belgium,Landen,56,Moderate,1,Good,39,Good,1,Good,56,Moderate,Landen,Landen,50.7547,5.0814,Belgium,BE,BEL,Flanders,,15961.0,1056582232.0
Italy,Laterza,60,Moderate,1,Good,60,Moderate,0,Good,50,Good,Laterza,Laterza,40.6333,16.8,Italy,IT,ITA,Puglia,,14771.0,1380697612.0
Germany,Lennestadt,53,Moderate,1,Good,46,Good,0,Good,53,Moderate,Lennestadt,Lennestadt,51.1236,8.0681,Germany,DE,DEU,North Rhine-Westphalia,,25275.0,1276165009.0
Haiti,Les Cayes,102,Unhealthy for Sensitive Groups,1,Good,31,Good,0,Good,102,Unhealthy for Sensitive Groups,Les Cayes,Les Cayes,18.2,-73.75,Haiti,HT,HTI,Sud,admin,86780.0,1332587854.0
France,Les Herbiers,40,Good,1,Good,40,Good,0,Good,21,Good,Les Herbiers,Les Herbiers,46.87,-1.01,France,FR,FRA,Pays de la Loire,,16589.0,1250629086.0
Portugal,Lisbon,41,Good,1,Good,41,Good,1,Good,19,Good,Lisbon,Lisbon,38.7122,-9.134,Portugal,PT,PRT,Lisboa,primary,548703.0,1620619017.0
Italy,Sassari,47,Good,1,Good,47,Good,0,Good,30,Good,Sassari,Sassari,40.7267,8.5592,Italy,IT,ITA,Sardegna,minor,121021.0,1380371433.0
Germany,Schmalkalden,56,Moderate,1,Good,48,Good,0,Good,56,Moderate,Schmalkalden,Schmalkalden,50.7167,10.45,Germany,DE,DEU,Thuringia,,19984.0,1276313755.0
Germany,Seligenstadt,60,Moderate,1,Good,59,Moderate,0,Good,60,Moderate,Seligenstadt,Seligenstadt,50.0333,8.9667,Germany,DE,DEU,Hesse,,21752.0,1276356108.0
Portugal,Beja,37,Good,1,Good,37,Good,1,Good,13,Good,Beja,Beja,38.015,-7.8633,Portugal,PT,PRT,Beja,admin,35854.0,1620050458.0
Italy,Bernalda,59,Moderate,1,Good,38,Good,3,Good,59,Moderate,Bernalda,Bernalda,40.4167,16.6833,Italy,IT,ITA,Basilicata,,11968.0,1380725968.0
Germany,Bestwig,43,Good,1,Good,37,Good,1,Good,43,Good,Bestwig,Bestwig,51.3667,8.4,Germany,DE,DEU,North Rhine-Westphalia,,10677.0,1276089671.0
Bosnia And Herzegovina,Bijeljina,76,Moderate,1,Good,35,Good,2,Good,76,Moderate,Bijeljina,Bijeljina,44.7567,19.2156,Bosnia And Herzegovina,BA,BIH,"Srpska, Republika",minor,114663.0,1070522751.0
Belgium,Bilzen,50,Good,1,Good,30,Good,3,Good,50,Good,Bilzen,Bilzen,50.873,5.5163,Belgium,BE,BEL,Flanders,,32318.0,1056431359.0
Spain,Boadilla Del Monte,28,Good,1,Good,28,Good,2,Good,14,Good,Boadilla Del Monte,Boadilla del Monte,40.4069,-3.875,Spain,ES,ESP,Madrid,,62627.0,1724646651.0
Panama,Changuinola,34,Good,1,Good,20,Good,0,Good,34,Good,Changuinola,Changuinola,9.4333,-82.5167,Panama,PA,PAN,Bocas del Toro,minor,31223.0,1591849136.0
Mexico,Coatepec,111,Unhealthy for Sensitive Groups,3,Good,7,Good,7,Good,111,Unhealthy for Sensitive Groups,Coatepec,Coatepec,19.4522,-96.9614,Mexico,MX,MEX,Veracruz,minor,92127.0,1484934939.0
Brazil,Cristalina,31,Good,1,Good,11,Good,1,Good,31,Good,Cristalina,Cristalina,-16.7689,-47.6139,Brazil,BR,BRA,Goiás,minor,34116.0,1076014539.0
Brazil,Barreiros,31,Good,0,Good,22,Good,0,Good,31,Good,Barreiros,Barreiros,-8.8183,-35.1864,Brazil,BR,BRA,Pernambuco,minor,42764.0,1076661261.0
Ecuador,Cariamanga,41,Good,1,Good,4,Good,2,Good,41,Good,Cariamanga,Cariamanga,-4.32,-79.56,Ecuador,EC,ECU,Loja,minor,13175.0,1218774934.0
Brazil,Catende,25,Good,0,Good,17,Good,1,Good,25,Good,Catende,Catende,-8.6669,-35.7169,Brazil,BR,BRA,Pernambuco,minor,32156.0,1076237989.0
Brazil,Caxias,49,Good,1,Good,7,Good,1,Good,49,Good,Caxias,Caxias,-4.8589,-43.3558,Brazil,BR,BRA,Maranhão,minor,139756.0,1076325693.0
Slovakia,Bardejov,71,Moderate,1,Good,42,Good,0,Good,71,Moderate,Bardejov,Bardejov,49.295,21.2758,Slovakia,SK,SVK,Prešov,minor,30267.0,1703663141.0
Philippines,Bislig,31,Good,1,Good,18,Good,0,Good,31,Good,Bislig,Bislig,8.2133,126.3161,Philippines,PH,PHL,Surigao del Sur,,99290.0,1608693408.0
Sweden,Boden,32,Good,1,Good,32,Good,0,Good,6,Good,Boden,Boden,65.8333,21.7,Sweden,SE,SWE,Norrbotten,minor,16847.0,1752956055.0
Mali,Bougouni,89,Moderate,1,Good,16,Good,0,Good,89,Moderate,Bougouni,Bougouni,11.4177,-7.4832,Mali,ML,MLI,Sikasso,minor,59679.0,1466902797.0
Germany,Bretzfeld,55,Moderate,1,Good,37,Good,3,Good,55,Moderate,Bretzfeld,Bretzfeld,49.1833,9.4333,Germany,DE,DEU,Baden-Württemberg,,12645.0,1276507113.0
Ukraine,Berezhany,63,Moderate,1,Good,29,Good,2,Good,63,Moderate,Berezhany,Berezhany,49.4458,24.9361,Ukraine,UA,UKR,Ternopilska Oblast,minor,17139.0,1804101117.0
Germany,Bergneustadt,64,Moderate,1,Good,33,Good,4,Good,64,Moderate,Bergneustadt,Bergneustadt,51.0333,7.65,Germany,DE,DEU,North Rhine-Westphalia,,18621.0,1276283829.0
Germany,Bad Bramstedt,51,Moderate,1,Good,31,Good,4,Good,51,Moderate,Bad Bramstedt,Bad Bramstedt,53.9186,9.8844,Germany,DE,DEU,Schleswig-Holstein,,15451.0,1276793883.0
Togo,Badou,59,Moderate,1,Good,18,Good,0,Good,59,Moderate,Badou,Badou,7.5833,0.6,Togo,TG,TGO,Plateaux,,24000.0,1768728398.0
Italy,Arluno,68,Moderate,1,Good,37,Good,3,Good,68,Moderate,Arluno,Arluno,45.5,8.9333,Italy,IT,ITA,Lombardy,,12355.0,1380328223.0
Togo,Bafilo,43,Good,1,Good,19,Good,0,Good,43,Good,Bafilo,Bafilo,9.35,1.2667,Togo,TG,TGO,Kara,,23085.0,1768588000.0
France,Bailleul,37,Good,1,Good,37,Good,0,Good,37,Good,Bailleul,Bailleul,50.7392,2.7333,France,FR,FRA,Hauts-de-France,,14734.0,1250119605.0
Belize,Belmopan,59,Moderate,1,Good,24,Good,0,Good,59,Moderate,Belmopan,Belmopan,17.2522,-88.7639,Belize,BZ,BLZ,Cayo,primary,4000.0,1084586375.0
Turkey,Bucak,56,Moderate,1,Good,42,Good,0,Good,56,Moderate,Bucak,Bucak,37.4592,30.5953,Turkey,TR,TUR,Burdur,minor,45865.0,1792073114.0
Italy,Carovigno,77,Moderate,1,Good,69,Moderate,0,Good,77,Moderate,Carovigno,Carovigno,40.7072,17.6594,Italy,IT,ITA,Puglia,,16917.0,1380489913.0
India,Chhatarpur,168,Unhealthy,3,Good,74,Moderate,3,Good,168,Unhealthy,Chhatarpur,Chhatarpur,24.55,79.3527,India,IN,IND,Madhya Pradesh,,459943.0,1356776353.0
India,Chhatarpur,168,Unhealthy,3,Good,74,Moderate,3,Good,168,Unhealthy,Chhatarpur,Chhatarpur,28.4565,77.0032,India,IN,IND,Delhi,,10000.0,1356151658.0
Portugal,Abrantes,34,Good,1,Good,34,Good,1,Good,16,Good,Abrantes,Abrantes,39.4667,-8.2,Portugal,PT,PRT,Santarém,minor,39325.0,1620417746.0
Benin,Allada,79,Moderate,2,Good,18,Good,2,Good,79,Moderate,Allada,Allada,6.65,2.15,Benin,BJ,BEN,Atlantique,,127512.0,1204001429.0
Cameroon,Obala,86,Moderate,2,Good,24,Good,0,Good,86,Moderate,Obala,Obala,4.1667,11.5333,Cameroon,CM,CMR,Centre,,37888.0,1120045790.0
Uzbekistan,Ohangaron,109,Unhealthy for Sensitive Groups,1,Good,64,Moderate,1,Good,109,Unhealthy for Sensitive Groups,Ohangaron,Ohangaron,40.9061,69.6444,Uzbekistan,UZ,UZB,Toshkent,,37784.0,1860082477.0
Croatia,Makarska,58,Moderate,1,Good,35,Good,1,Good,58,Moderate,Makarska,Makarska,43.2931,17.02,Croatia,HR,HRV,Splitsko-Dalmatinska Županija,minor,13301.0,1191012753.0
Germany,Marl,36,Good,1,Good,33,Good,2,Good,36,Good,Marl,Marl,51.6667,7.1167,Germany,DE,DEU,North Rhine-Westphalia,,85001.0,1276451667.0
India,Medak,101,Unhealthy for Sensitive Groups,1,Good,27,Good,0,Good,101,Unhealthy for Sensitive Groups,Medak,Medak,18.046,78.263,India,IN,IND,Andhra Pradesh,,44255.0,1356054282.0
Dominican Republic,Monte Cristi,63,Moderate,1,Good,18,Good,5,Good,63,Moderate,Monte Cristi,Monte Cristi,19.8667,-71.65,Dominican Republic,DO,DOM,Cibao Noroeste,minor,24674.0,1214970157.0
Israel,Qiryat Bialik,82,Moderate,2,Good,46,Good,6,Good,82,Moderate,Qiryat Bialik,Qiryat Bialik,32.8333,35.0833,Israel,IL,ISR,Haifa,,39900.0,1376833983.0
Brazil,Quixeramobim,23,Good,0,Good,11,Good,1,Good,23,Good,Quixeramobim,Quixeramobim,-5.1989,-39.2928,Brazil,BR,BRA,Ceará,minor,82177.0,1076495439.0
Brazil,Luz,40,Good,1,Good,6,Good,2,Good,40,Good,Luz,Luz,-19.8008,-45.6858,Brazil,BR,BRA,Minas Gerais,minor,18257.0,1076520575.0
Belgium,Machelen,58,Moderate,1,Good,30,Good,6,Good,58,Moderate,Machelen,Machelen,50.9167,4.4333,Belgium,BE,BEL,Flanders,,15417.0,1056477677.0
Turkey,Manisa,86,Moderate,1,Good,48,Good,1,Good,86,Moderate,Manisa,Manisa,38.6144,27.4292,Turkey,TR,TUR,Manisa,admin,385452.0,1792804328.0
Mexico,Ramos Arizpe,81,Moderate,2,Good,12,Good,5,Good,81,Moderate,Ramos Arizpe,Ramos Arizpe,25.55,-100.9667,Mexico,MX,MEX,Coahuila,minor,66554.0,1484685820.0
Italy,Ravenna,70,Moderate,1,Good,49,Good,1,Good,70,Moderate,Ravenna,Ravenna,44.4161,12.2017,Italy,IT,ITA,Emilia-Romagna,minor,155751.0,1380964180.0
France,Rennes,51,Moderate,1,Good,27,Good,3,Good,51,Moderate,Rennes,Rennes,48.1147,-1.6794,France,FR,FRA,Bretagne,admin,227830.0,1250363682.0
Switzerland,Richterswil,53,Moderate,1,Good,30,Good,1,Good,53,Moderate,Richterswil,Richterswil,47.2081,8.7058,Switzerland,CH,CHE,Zürich,,13407.0,1756472939.0
Brazil,Rio Claro,151,Unhealthy,4,Good,4,Good,10,Good,151,Unhealthy,Rio Claro,Rio Claro,-22.4108,-47.5608,Brazil,BR,BRA,São Paulo,minor,201418.0,1076411428.0
Brazil,Rio Claro,151,Unhealthy,4,Good,4,Good,10,Good,151,Unhealthy,Rio Claro,Rio Claro,-22.7228,-44.1358,Brazil,BR,BRA,Rio de Janeiro,minor,17401.0,1076913313.0
Belgium,Sprimont,63,Moderate,1,Good,35,Good,4,Good,63,Moderate,Sprimont,Sprimont,50.5053,5.6618,Belgium,BE,BEL,Wallonia,,14645.0,1056261345.0
Bulgaria,Stara Zagora,54,Moderate,1,Good,44,Good,0,Good,54,Moderate,Stara Zagora,Stara Zagora,42.4333,25.65,Bulgaria,BG,BGR,Stara Zagora,admin,142746.0,1100903924.0
South Africa,Lebowakgomo,168,Unhealthy,6,Good,24,Good,6,Good,168,Unhealthy,Lebowakgomo,Lebowakgomo,-24.305,29.565,South Africa,ZA,ZAF,Limpopo,,35087.0,1710999076.0
Sweden,Lerum,42,Good,1,Good,42,Good,2,Good,24,Good,Lerum,Lerum,57.7667,12.2667,Sweden,SE,SWE,Västra Götaland,minor,16855.0,1752006435.0
Guatemala,Mixco,87,Moderate,2,Good,6,Good,7,Good,87,Moderate,Mixco,Mixco,14.6331,-90.6064,Guatemala,GT,GTM,Guatemala,minor,527828.0,1320420152.0
Mali,Markala,74,Moderate,1,Good,16,Good,0,Good,74,Moderate,Markala,Markala,13.6739,-6.075,Mali,ML,MLI,Ségou,,45961.0,1466526342.0
Jamaica,May Pen,125,Unhealthy for Sensitive Groups,2,Good,16,Good,7,Good,125,Unhealthy for Sensitive Groups,May Pen,May Pen,17.965,-77.245,Jamaica,JM,JAM,Clarendon,admin,61548.0,1388671677.0
Germany,Merzig,64,Moderate,1,Good,33,Good,4,Good,64,Moderate,Merzig,Merzig,49.45,6.6167,Germany,DE,DEU,Saarland,minor,30070.0,1276524998.0
Uganda,Mukono,94,Moderate,3,Good,23,Good,1,Good,94,Moderate,Mukono,Mukono,0.3533,32.7553,Uganda,UG,UGA,Mukono,admin,161996.0,1800864322.0
Zimbabwe,Mutare,29,Good,1,Good,21,Good,0,Good,29,Good,Mutare,Mutare,-18.9667,32.6333,Zimbabwe,ZW,ZWE,Manicaland,admin,224802.0,1716060405.0
Burundi,Muyinga,64,Moderate,3,Good,17,Good,1,Good,64,Moderate,Muyinga,Muyinga,-2.85,30.3333,Burundi,BI,BDI,Muyinga,admin,9609.0,1108466781.0
Poland,Nidzica,34,Good,1,Good,34,Good,0,Good,24,Good,Nidzica,Nidzica,53.3583,20.425,Poland,PL,POL,Warmińsko-Mazurskie,minor,13052.0,1616216829.0
Belgium,Ninove,66,Moderate,1,Good,30,Good,6,Good,66,Moderate,Ninove,Ninove,50.8333,4.0167,Belgium,BE,BEL,Flanders,,39626.0,1056641524.0
Italy,Opera,66,Moderate,1,Good,37,Good,3,Good,66,Moderate,Opera,Opera,45.3833,9.2167,Italy,IT,ITA,Lombardy,,14245.0,1380000121.0
Philippines,Orion,43,Good,1,Good,27,Good,1,Good,43,Good,Orion,Orion,14.6206,120.5817,Philippines,PH,PHL,Bataan,,60771.0,1608943799.0
Sweden,Oskarshamn,37,Good,1,Good,37,Good,0,Good,18,Good,Oskarshamn,Oskarshamn,57.2667,16.4333,Sweden,SE,SWE,Kalmar,minor,17258.0,1752437769.0
Italy,Palagonia,56,Moderate,1,Good,44,Good,1,Good,56,Moderate,Palagonia,Palagonia,37.3333,14.75,Italy,IT,ITA,Sicilia,,15784.0,1380106335.0
Ghana,Kpandu,66,Moderate,1,Good,17,Good,1,Good,66,Moderate,Kpandu,Kpandu,6.9954,0.2931,Ghana,GH,GHA,Volta,,28334.0,1288918364.0
Germany,Norden,43,Good,1,Good,30,Good,4,Good,43,Good,Norden,Norden,53.5967,7.2056,Germany,DE,DEU,Lower Saxony,,25210.0,1276766299.0
Philippines,Noveleta,48,Good,1,Good,27,Good,1,Good,48,Good,Noveleta,Noveleta,14.43,120.88,Philippines,PH,PHL,Cavite,,49452.0,1608459830.0
Guatemala,San Juan Cotzal,52,Moderate,1,Good,7,Good,4,Good,52,Moderate,San Juan Cotzal,San Juan Cotzal,15.4353,-91.0356,Guatemala,GT,GTM,Quiché,minor,36298.0,1320691334.0
Argentina,San Juan,26,Good,1,Good,8,Good,4,Good,26,Good,San Juan,San Juan,-31.5342,-68.5261,Argentina,AR,ARG,San Juan,admin,471389.0,1032869625.0
Italy,San Martino Di Lupari,67,Moderate,1,Good,39,Good,2,Good,67,Moderate,San Martino Di Lupari,San Martino di Lupari,45.6557,11.8594,Italy,IT,ITA,Veneto,,13209.0,1380028466.0
Japan,Shiroi,40,Good,1,Good,39,Good,2,Good,40,Good,Shiroi,Shiroi,35.7915,140.0563,Japan,JP,JPN,Chiba,,61673.0,1392006213.0
Italy,Siena,40,Good,1,Good,40,Good,2,Good,27,Good,Siena,Siena,43.3183,11.3314,Italy,IT,ITA,Tuscany,minor,52812.0,1380088439.0
Croatia,Slavonski Brod,56,Moderate,1,Good,30,Good,1,Good,56,Moderate,Slavonski Brod,Slavonski Brod,45.1553,18.0144,Croatia,HR,HRV,Brodsko-Posavska Županija,admin,16681.0,1191097030.0
Bulgaria,Sliven,39,Good,1,Good,39,Good,0,Good,24,Good,Sliven,Sliven,42.6833,26.3333,Bulgaria,BG,BGR,Sliven,admin,115241.0,1100110215.0
Chile,Talcahuano,54,Moderate,2,Good,9,Good,9,Good,54,Moderate,Talcahuano,Talcahuano,-36.7167,-73.1219,Chile,CL,CHL,Biobío,,161692.0,1152023044.0
Estonia,Tallinn,96,Moderate,3,Good,25,Good,5,Good,96,Moderate,Tallinn,Tallinn,59.4372,24.7453,Estonia,EE,EST,Tallinn,primary,638076.0,1233260021.0
Brazil,Taquari,34,Good,1,Good,13,Good,2,Good,34,Good,Taquari,Taquari,-29.8,-51.8597,Brazil,BR,BRA,Rio Grande do Sul,minor,25198.0,1076188300.0
Mexico,Tecate,62,Moderate,2,Good,19,Good,13,Good,62,Moderate,Tecate,Tecate,32.5722,-116.6403,Mexico,MX,MEX,Baja California,minor,81059.0,1484547809.0
Belgium,Temse,42,Good,1,Good,24,Good,5,Good,42,Good,Temse,Temse,51.1167,4.2,Belgium,BE,BEL,Flanders,,29528.0,1056178805.0
France,Issoudun,44,Good,1,Good,20,Good,3,Good,44,Good,Issoudun,Issoudun,46.9608,1.9944,France,FR,FRA,Centre-Val de Loire,minor,10953.0,1250313035.0
Brazil,Jarinu,90,Moderate,2,Good,8,Good,10,Good,90,Moderate,Jarinu,Jarinu,-23.1014,-46.7283,Brazil,BR,BRA,São Paulo,minor,30617.0,1076915802.0
Germany,Nordhorn,32,Good,1,Good,32,Good,2,Good,27,Good,Nordhorn,Nordhorn,52.4319,7.0678,Germany,DE,DEU,Lower Saxony,minor,55619.0,1276078036.0
Germany,Nuremberg,29,Good,0,Good,29,Good,1,Good,26,Good,Nuremberg,Nuremberg,49.4539,11.0775,Germany,DE,DEU,Bavaria,minor,526091.0,1276166609.0
Italy,Oleggio,34,Good,1,Good,34,Good,3,Good,30,Good,Oleggio,Oleggio,45.6,8.6333,Italy,IT,ITA,Piedmont,,14215.0,1380034539.0
Uganda,Pallisa,73,Moderate,3,Good,34,Good,1,Good,73,Moderate,Pallisa,Pallisa,1.1675,33.71,Uganda,UG,UGA,Pallisa,admin,42300.0,1800214906.0
Netherlands,Enkhuizen,38,Good,0,Good,38,Good,0,Good,36,Good,Enkhuizen,Enkhuizen,52.7,5.3,Netherlands,NL,NLD,Noord-Holland,minor,18637.0,1528919863.0
Germany,Eschwege,55,Moderate,1,Good,46,Good,0,Good,55,Moderate,Eschwege,Eschwege,51.1881,10.0528,Germany,DE,DEU,Hesse,minor,19435.0,1276348756.0
Somalia,Eyl,73,Moderate,0,Good,19,Good,0,Good,73,Moderate,Eyl,Eyl,7.9667,49.85,Somalia,SO,SOM,Nugaal,,21700.0,1706929381.0
Italy,Frosinone,68,Moderate,1,Good,68,Moderate,0,Good,45,Good,Frosinone,Frosinone,41.6333,13.35,Italy,IT,ITA,Lazio,minor,43417.0,1380528356.0
Japan,Fujioka,73,Moderate,2,Good,7,Good,15,Good,73,Moderate,Fujioka,Fujioka,36.2587,139.0746,Japan,JP,JPN,Gunma,,64539.0,1392000076.0
Japan,Fujioka,73,Moderate,2,Good,7,Good,15,Good,73,Moderate,Fujioka,Fujioka,35.15,138.6167,Japan,JP,JPN,Shizuoka,,16359.0,1392978801.0
Belgium,Genappe,54,Moderate,1,Good,40,Good,1,Good,54,Moderate,Genappe,Genappe,50.6,4.45,Belgium,BE,BEL,Wallonia,,15353.0,1056101881.0
Mexico,Suchiapa,67,Moderate,1,Good,29,Good,1,Good,67,Moderate,Suchiapa,Suchiapa,16.6181,-93.0942,Mexico,MX,MEX,Chiapas,minor,19571.0,1484835465.0
Brazil,Terra Nova,26,Good,0,Good,20,Good,0,Good,26,Good,Terra Nova,Terra Nova,-8.23,-39.3758,Brazil,BR,BRA,Pernambuco,minor,8920.0,1076265057.0
Mexico,Teziutlan,67,Moderate,1,Good,29,Good,1,Good,67,Moderate,Teziutlan,Teziutlan,19.8178,-97.3667,Mexico,MX,MEX,Puebla,,92170.0,1484709570.0
Mexico,Tezoyuca,243,Very Unhealthy,2,Good,39,Good,5,Good,243,Very Unhealthy,Tezoyuca,Tezoyuca,19.75,-99.1833,Mexico,MX,MEX,México,minor,41333.0,1484920679.0
Philippines,Tigaon,54,Moderate,1,Good,21,Good,1,Good,54,Moderate,Tigaon,Tigaon,13.6319,123.4975,Philippines,PH,PHL,Camarines Sur,,60524.0,1608875000.0
Colombia,Tocaima,86,Moderate,2,Good,12,Good,4,Good,86,Moderate,Tocaima,Tocaima,4.5,-74.6667,Colombia,CO,COL,Cundinamarca,minor,18790.0,1170682674.0
Japan,Towada,100,Unhealthy for Sensitive Groups,3,Good,37,Good,10,Good,100,Unhealthy for Sensitive Groups,Towada,Towada,40.6127,141.2059,Japan,JP,JPN,Aomori,,60063.0,1392003343.0
Japan,Tsuchiura,65,Moderate,1,Good,27,Good,11,Good,65,Moderate,Tsuchiura,Tsuchiura,36.0667,140.2,Japan,JP,JPN,Ibaraki,,142181.0,1392962266.0
China,Taicheng,90,Moderate,2,Good,12,Good,17,Good,90,Moderate,Taicheng,Taicheng,38.7206,113.2437,China,CN,CHN,Shanxi,minor,40145.0,1156018236.0
Indonesia,Tarakan,21,Good,1,Good,11,Good,0,Good,21,Good,Tarakan,Tarakan,3.3,117.6333,Indonesia,ID,IDN,Kalimantan Utara,,201635.0,1360080072.0
Spain,Tarifa,45,Good,1,Good,45,Good,0,Good,28,Good,Tarifa,Tarifa,36.014,-5.606,Spain,ES,ESP,Andalusia,,18664.0,1724329319.0
Brazil,Vazante,24,Good,1,Good,22,Good,0,Good,24,Good,Vazante,Vazante,-17.9869,-46.9078,Brazil,BR,BRA,Minas Gerais,minor,19975.0,1076073984.0
Cuba,Venezuela,59,Moderate,1,Good,28,Good,0,Good,59,Moderate,Venezuela,Venezuela,21.7375,-78.7934,Cuba,CU,CUB,Ciego de Ávila,minor,28470.0,1192477567.0
Mexico,Veracruz,55,Moderate,1,Good,26,Good,1,Good,55,Moderate,Veracruz,Veracruz,19.1903,-96.1533,Mexico,MX,MEX,Veracruz,minor,428323.0,1484992153.0
Japan,Kani,53,Moderate,1,Good,34,Good,3,Good,53,Moderate,Kani,Kani,35.4261,137.0613,Japan,JP,JPN,Gifu,,99545.0,1392198191.0
Mexico,Guerrero Negro,38,Good,0,Good,35,Good,0,Good,38,Good,Guerrero Negro,Guerrero Negro,27.9589,-114.0561,Mexico,MX,MEX,Baja California Sur,,13596.0,1484879768.0
Jamaica,Half Way Tree,105,Unhealthy for Sensitive Groups,1,Good,20,Good,3,Good,105,Unhealthy for Sensitive Groups,Half Way Tree,Half Way Tree,18.0106,-76.7847,Jamaica,JM,JAM,Saint Andrew,admin,96494.0,1388715163.0
Germany,Hockenheim,72,Moderate,1,Good,36,Good,3,Good,72,Moderate,Hockenheim,Hockenheim,49.3181,8.5472,Germany,DE,DEU,Baden-Württemberg,,21631.0,1276940967.0
Germany,Holzwickede,62,Moderate,1,Good,30,Good,7,Good,62,Moderate,Holzwickede,Holzwickede,51.5,7.6167,Germany,DE,DEU,North Rhine-Westphalia,,17587.0,1276204941.0
